complex_name,protein_path,ligand_description,protein_sequence
id295249359,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC23CC=CC(C2)OC3)nc(NCC2(OC)CCC2)n1,
id295249360,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC23CC=CC(C2)OC3)nc(NCC2(OC)CCC2)n1,
id295249361,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC23CC=CC(C2)OC3)nc(NCC2(OC)CCC2)n1,
id295249362,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccsc3)no2)nc(NCC2(OC)CCC2)n1,
id295249363,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccsc3)no2)nc(NCC2(OC)CCC2)n1,
id295249364,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccsc3)no2)nc(NCC2(OC)CCC2)n1,
id295249365,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(NC2=C(C#N)CCC2)n1,
id295249366,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(NC2=C(C#N)CCC2)n1,
id295249367,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(NC2=C(C#N)CCC2)n1,
id295249368,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(Nc2ccc3nccnc3c2)n1,
id295249369,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(Nc2ccc3nccnc3c2)n1,
id295249370,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(Nc2ccc3nccnc3c2)n1,
id295249371,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(Nc2ccc3nccnc3c2Br)n1,
id295249372,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(Nc2ccc3nccnc3c2Br)n1,
id295249373,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(Nc2ccc3nccnc3c2Br)n1,
id295249374,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(NCC2CC(OC)(OC)C2)n1,
id295249375,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(NCC2CC(OC)(OC)C2)n1,
id295249376,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(NCC2CC(OC)(OC)C2)n1,
id295249377,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(NCC(F)(F)CC2CC2)n1,
id295249378,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(NCC(F)(F)CC2CC2)n1,
id295249379,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(NCC(F)(F)CC2CC2)n1,
id295249380,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(NCC23CC=CC(C2)OC3)n1,
id295249381,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(NCC23CC=CC(C2)OC3)n1,
id295249382,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(NCC23CC=CC(C2)OC3)n1,
id295249383,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccsc3)no2)nc(NCC2CC(OC)(OC)C2)n1,
id295249384,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccsc3)no2)nc(NCC2CC(OC)(OC)C2)n1,
id295249385,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccsc3)no2)nc(NCC2CC(OC)(OC)C2)n1,
id295249386,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(Nc2cc(Br)ccn2)n1,
id295249387,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(Nc2cc(Br)ccn2)n1,
id295249388,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(Nc2cc(Br)ccn2)n1,
id295249389,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CCC(OC)CC2)nc(NCC(C)Sc2ccccc2)n1,
id295249390,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CCC(OC)CC2)nc(NCC(C)Sc2ccccc2)n1,
id295249391,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CCC(OC)CC2)nc(NCC(C)Sc2ccccc2)n1,
id295249392,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(COC)CCCCC2)nc(Nc2cnc(C)c(Br)c2)n1,
id295249393,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(COC)CCCCC2)nc(Nc2cnc(C)c(Br)c2)n1,
id295249394,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(COC)CCCCC2)nc(Nc2cnc(C)c(Br)c2)n1,
id295249395,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCOC)nc(NCC(C)c2nccs2)n1,
id295249396,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCOC)nc(NCC(C)c2nccs2)n1,
id295249397,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCOC)nc(NCC(C)c2nccs2)n1,
id295249398,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCOC)nc(Nc2n[nH]c3ncccc23)n1,
id295249399,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCOC)nc(Nc2n[nH]c3ncccc23)n1,
id295249400,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCOC)nc(Nc2n[nH]c3ncccc23)n1,
id295249401,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(F)F)nc(Nc2ccc(COC)cc2)n1,
id295249402,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(F)F)nc(Nc2ccc(COC)cc2)n1,
id295249403,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(F)F)nc(Nc2ccc(COC)cc2)n1,
id295249404,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(COC)cc2)nc(Nc2nc(Cl)ncc2C)n1,
id295249405,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(COC)cc2)nc(Nc2nc(Cl)ncc2C)n1,
id295249406,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(COC)cc2)nc(Nc2nc(Cl)ncc2C)n1,
id295249407,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(COC)cc2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249408,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(COC)cc2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249409,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(COC)cc2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249410,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSSC)nc(NCc2ccccc2COC)n1,
id295249411,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSSC)nc(NCc2ccccc2COC)n1,
id295249412,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSSC)nc(NCc2ccccc2COC)n1,
id295249413,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2COC)nc(Nc2cnc(C)c(Br)c2)n1,
id295249414,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2COC)nc(Nc2cnc(C)c(Br)c2)n1,
id295249415,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2COC)nc(Nc2cnc(C)c(Br)c2)n1,
id295249416,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2COC)nc(NCC(F)(F)C(N)=O)n1,
id295249417,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2COC)nc(NCC(F)(F)C(N)=O)n1,
id295249418,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2COC)nc(NCC(F)(F)C(N)=O)n1,
id295249419,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)c(OC)c(F)c2)nc(Nc2nnc(C)o2)n1,
id295249420,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)c(OC)c(F)c2)nc(Nc2nnc(C)o2)n1,
id295249421,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)c(OC)c(F)c2)nc(Nc2nnc(C)o2)n1,
id295249422,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)c(OC)c(F)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249423,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)c(OC)c(F)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249424,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)c(OC)c(F)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249425,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(F)ccc(F)c2OC)nc(Nc2ccc3ncccc3c2)n1,
id295249426,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(F)ccc(F)c2OC)nc(Nc2ccc3ncccc3c2)n1,
id295249427,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(F)ccc(F)c2OC)nc(Nc2ccc3ncccc3c2)n1,
id295249428,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(F)ccc(F)c2OC)nc(Nc2ncc[nH]c2=O)n1,
id295249429,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(F)ccc(F)c2OC)nc(Nc2ncc[nH]c2=O)n1,
id295249430,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(F)ccc(F)c2OC)nc(Nc2ncc[nH]c2=O)n1,
id295249431,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(F)c2OC)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249432,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(F)c2OC)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249433,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(F)c2OC)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249434,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cncc(OC)n2)nc(Nc2ccc(Br)cc2OC)n1,
id295249435,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cncc(OC)n2)nc(Nc2ccc(Br)cc2OC)n1,
id295249436,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cncc(OC)n2)nc(Nc2ccc(Br)cc2OC)n1,
id295249437,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)S(C)=O)nc(Nc2cnc(OC)cc2C)n1,
id295249438,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)S(C)=O)nc(Nc2cnc(OC)cc2C)n1,
id295249439,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)S(C)=O)nc(Nc2cnc(OC)cc2C)n1,
id295249440,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(OC)cc2C)n1,
id295249441,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(OC)cc2C)n1,
id295249442,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(OC)cc2C)n1,
id295249443,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(NCc2cc(OC)ncc2Br)n1,
id295249444,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(NCc2cc(OC)ncc2Br)n1,
id295249445,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(NCc2cc(OC)ncc2Br)n1,
id295249446,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)c(C)s2)nc(NCc2cc(OC)ncc2Br)n1,
id295249447,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)c(C)s2)nc(NCc2cc(OC)ncc2Br)n1,
id295249448,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)c(C)s2)nc(NCc2cc(OC)ncc2Br)n1,
id295249449,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cscc2C(F)(F)F)nc(Nc2cc(Cl)c(F)cc2OC)n1,
id295249450,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cscc2C(F)(F)F)nc(Nc2cc(Cl)c(F)cc2OC)n1,
id295249451,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cscc2C(F)(F)F)nc(Nc2cc(Cl)c(F)cc2OC)n1,
id295249452,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(Cl)c(F)cc2OC)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249453,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(Cl)c(F)cc2OC)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249454,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(Cl)c(F)cc2OC)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295249455,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ccc(F)cc2OC)n1,
id295249456,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ccc(F)cc2OC)n1,
id295249457,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ccc(F)cc2OC)n1,
id295249458,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2C(=O)N(Cc3ccccc3C)N=C2CC)nc(NCc2cc3c(cc2OC)OCO3)n1,
id295249459,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2C(=O)N(Cc3ccccc3C)N=C2CC)nc(NCc2cc3c(cc2OC)OCO3)n1,
id295249460,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2C(=O)N(Cc3ccccc3C)N=C2CC)nc(NCc2cc3c(cc2OC)OCO3)n1,
id295249461,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCc2cc3c(cc2OC)OCO3)n1,
id295249462,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCc2cc3c(cc2OC)OCO3)n1,
id295249463,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCc2cc3c(cc2OC)OCO3)n1,
id295249464,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2n[nH]cc2C#N)n1,
id295249465,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2n[nH]cc2C#N)n1,
id295249466,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2n[nH]cc2C#N)n1,
id295249467,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2nc(OCc3ccccc3)c3nc[nH]c3n2)n1,
id295249468,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2nc(OCc3ccccc3)c3nc[nH]c3n2)n1,
id295249469,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2nc(OCc3ccccc3)c3nc[nH]c3n2)n1,
id295249470,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2nc3nc[nH]c3c(=O)[nH]2)n1,
id295249471,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2nc3nc[nH]c3c(=O)[nH]2)n1,
id295249472,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OC)OCO3)nc(Nc2nc3nc[nH]c3c(=O)[nH]2)n1,
id295249473,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(c2ccc(OC)c(OC)c2)N2CCOCC2)nc(Nc2cc(OC)c(OC)cc2C(=O)OC)n1,
id295249474,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(c2ccc(OC)c(OC)c2)N2CCOCC2)nc(Nc2cc(OC)c(OC)cc2C(=O)OC)n1,
id295249475,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(c2ccc(OC)c(OC)c2)N2CCOCC2)nc(Nc2cc(OC)c(OC)cc2C(=O)OC)n1,
id295249476,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)ccc2OC)nc(NCC(c2ccco2)N(C)C)n1,
id295249477,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)ccc2OC)nc(NCC(c2ccco2)N(C)C)n1,
id295249478,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)ccc2OC)nc(NCC(c2ccco2)N(C)C)n1,
id295249479,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(OC)c(OC)c2C)nc(Nc2nonc2C(=O)OCC)n1,
id295249480,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(OC)c(OC)c2C)nc(Nc2nonc2C(=O)OCC)n1,
id295249481,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(OC)c(OC)c2C)nc(Nc2nonc2C(=O)OCC)n1,
id295249482,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN2CCCOCC2)nc(NCc2ccc(OC)c(C#N)c2)n1,
id295249483,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN2CCCOCC2)nc(NCc2ccc(OC)c(C#N)c2)n1,
id295249484,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN2CCCOCC2)nc(NCc2ccc(OC)c(C#N)c2)n1,
id295249485,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2cc(OC)ccc2Cl)n1,
id295249486,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2cc(OC)ccc2Cl)n1,
id295249487,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2cc(OC)ccc2Cl)n1,
id295249488,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccncc2C(F)(F)F)nc(Nc2ccc(OC)cc2Cl)n1,
id295249489,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccncc2C(F)(F)F)nc(Nc2ccc(OC)cc2Cl)n1,
id295249490,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccncc2C(F)(F)F)nc(Nc2ccc(OC)cc2Cl)n1,
id295249491,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3cc(Br)ccn3n2)nc(Nc2ccc(OC)cc2Cl)n1,
id295249492,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3cc(Br)ccn3n2)nc(Nc2ccc(OC)cc2Cl)n1,
id295249493,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3cc(Br)ccn3n2)nc(Nc2ccc(OC)cc2Cl)n1,
id295249494,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(OC)c(OC)c2)nc(Nc2cnc(OC)cc2C)n1,
id295249495,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(OC)c(OC)c2)nc(Nc2cnc(OC)cc2C)n1,
id295249496,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(OC)c(OC)c2)nc(Nc2cnc(OC)cc2C)n1,
id295249497,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(OC)c(OC)c2)nc(Nc2ccc(F)c([N+](=O)[O-])c2)n1,
id295249498,/home/appuser/DiffDock/HSA.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(OC)c(OC)c2)nc(Nc2ccc(F)c([N+](=O)[O-])c2)n1,
id295249499,/home/appuser/DiffDock/sEH.pdb,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(OC)c(OC)c2)nc(Nc2ccc(F)c([N+](=O)[O-])c2)n1,
